PC_name,Caption,Description,IdentifyingNumber,InstallDate,InstallLocation,Language,Name,ProductID,URLInfoAbout,URLUpdateInfo,Vendor,Version,Date_local,Date_universal_microsecond
"My PC","Microsoft ASP.NET Core Module for IIS Express","Microsoft ASP.NET Core Module for IIS Express","{FAFEE5E3-E00A-4CE8-B495-8F66A5FAB236}","20190603","None","1033","Microsoft ASP.NET Core Module for IIS Express","None","None","None","Microsoft Corporation","12.2.18292.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Tools x86","Windows SDK Desktop Tools x86","{F770E8F3-139B-0373-8692-BF619445B8C2}","20190603","None","1033","Windows SDK Desktop Tools x86","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI EulaDepot","NI EulaDepot","{F8018104-6294-4896-A9E2-CBC919992310}","20200415","None","0","NI EulaDepot","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","SDK ARM Redistributables","SDK ARM Redistributables","{67EE3804-9642-62BA-EBF1-B1561FB4ECBE}","20191013","None","1033","SDK ARM Redistributables","None","None","None","Microsoft Corporation","10.1.18362.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Logos XT Support","NI Logos XT Support","{52981014-740C-430E-A83A-711186DF565B}","20200415","None","9","NI Logos XT Support","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Security Update (KB 67L8LCQW)","NI Security Update (KB 67L8LCQW)","{64ECB814-3A6A-4E48-9D2F-D6C2EDD725B7}","20200415","None","9","NI Security Update (KB 67L8LCQW)","none","http://www.ni.com/support/","None","National Instruments","2.10.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","vs_minshellinteropmsi","vs_minshellinteropmsi","{27B16914-BC5D-4018-8074-071262A27F6D}","20191013","None","1033","vs_minshellinteropmsi","None","None","None","Microsoft Corporation","16.2.28917","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Java(TM) SE Development Kit 15 (64-bit)","Java(TM) SE Development Kit 15 (64-bit)","{E04E5624-3CF1-5E84-A439-4D8FAAA05C79}","20200915","C:\Program Files\Java\jdk-15\","1033","Java(TM) SE Development Kit 15 (64-bit)","none","http://java.com","http://www.oracle.com/technetwork/java/javase/downloads","Oracle Corporation","15.0.0.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft TestPlatform SDK Local Feed","Microsoft TestPlatform SDK Local Feed","{A3766534-01E5-41FA-A9EA-E1A4CD5DE2CF}","20200906","None","1033","Microsoft TestPlatform SDK Local Feed","None","None","None","Microsoft","16.6.0.4","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.7.8 Test Suite (64-bit)","Python 3.7.8 Test Suite (64-bit)","{FE029834-AD26-45F1-B622-8DE59A8B1048}","20200919","None","1033","Python 3.7.8 Test Suite (64-bit)","None","None","None","Python Software Foundation","3.7.8150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Web Deploy 4.0","Microsoft Web Deploy 4.0","{2EC26D34-FB67-4C58-AC20-235697551222}","20200906","None","1033","Microsoft Web Deploy 4.0","None","None","None","Microsoft Corporation","10.0.3802","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","HP ePrint SW","HP ePrint SW","{B2CFD444-5088-4ECC-A1F1-28620C082C36}","20171110","None","1033","HP ePrint SW","None","None","None","HP Inc.","5.5.22560","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","{5740BD44-B58D-321A-AFC0-6D3D4556DD6C}","20190406","None","1033","Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40660","None","None","None","Microsoft Corporation","12.0.40660","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Framework 4.8 SDK (Italiano)","Microsoft .NET Framework 4.8 SDK (Italiano)","{DD882274-C40D-4DCF-ACD9-7B542B0A3B11}","20191013","None","1040","Microsoft .NET Framework 4.8 SDK (Italiano)","None","None","None","Microsoft Corporation","4.8.03761","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Branding64","Branding64","{133E6274-9FD4-4ABD-80A8-2A954E89EAD6}","20200211","None","1033","Branding64","None","http://www.amd.com","None","Advanced Micro Devices, Inc.","1.00.0002","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Visual Studio Setup Configuration","Microsoft Visual Studio Setup Configuration","{CBD54374-141A-4C71-AE46-3870CC7F0838}","20200906","None","1033","Microsoft Visual Studio Setup Configuration","None","None","None","Microsoft Corporation","2.7.3111.17308","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI SSL Support (64-bit)","NI SSL Support (64-bit)","{90194484-29A1-4A4F-BC69-86A5FFD998BB}","20200415","None","9","NI SSL Support (64-bit)","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI OPCEnum Shared 64-bit","NI OPCEnum Shared 64-bit","{2573F484-C0B0-432F-B57D-D8C5D2414169}","20200415","None","9","NI OPCEnum Shared 64-bit","none","http://www.ni.com/support/","None","National Instruments","5.63.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","AMD Problem Report Wizard","AMD Problem Report Wizard","{0FA47D84-DDD5-4C25-A034-01BB7D8E6DE6}","20190901","None","1033","AMD Problem Report Wizard","None","http://www.amd.com","http://support.amd.com","Advanced Micro Devices, Inc.","3.1.723","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET CoreRuntime SDK","Microsoft .NET CoreRuntime SDK","{12702494-9E6A-3F5E-9441-2B7D258A639B}","20190603","None","1033","Microsoft .NET CoreRuntime SDK","None","None","None","Microsoft Corporation","1.1.27004.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Framework Cumulative Intellisense Pack per Visual Studio (Italiano)","Microsoft .NET Framework Cumulative Intellisense Pack per Visual Studio (Italiano)","{EC91F894-D583-4F20-B1C1-A530FB4140E0}","20191013","None","1040","Microsoft .NET Framework Cumulative Intellisense Pack per Visual Studio (Italiano)","None","None","None","Microsoft Corporation","4.8.03761","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","WinRT Intellisense UAP - Other Languages","WinRT Intellisense UAP - Other Languages","{0063AF94-397B-9C64-1C71-D404B27C5D96}","20190603","None","1033","WinRT Intellisense UAP - Other Languages","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows Mobile Extension SDK","Windows Mobile Extension SDK","{30AD20A4-1FFF-2632-4555-EFAF9D8A32CD}","20191013","None","1033","Windows Mobile Extension SDK","None","None","None","Microsoft Corporation","10.1.18362.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","vs_devenvmsi","vs_devenvmsi","{AD0C92A4-1514-4BC1-A723-A272A8343924}","20190602","None","1033","vs_devenvmsi","None","None","None","Microsoft Corporation","16.0.28329","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","WinRT Intellisense IoT - Other Languages","WinRT Intellisense IoT - Other Languages","{6B03A6A4-643C-57CE-CA6F-4E19BF47497A}","20191013","None","1033","WinRT Intellisense IoT - Other Languages","None","None","None","Microsoft Corporation","10.1.18362.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI SSL LabVIEW RTE 2017 Support","NI SSL LabVIEW RTE 2017 Support","{B18CC3B4-0FAB-493E-9ECE-08322DC3D5DE}","20200415","None","9","NI SSL LabVIEW RTE 2017 Support","none","http://www.ni.com/support/","None","National Instruments","17.02.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Tools arm64","Windows SDK Desktop Tools arm64","{9D5486B4-7458-1A53-E92F-8CFD4AF85D4B}","20190603","None","1033","Windows SDK Desktop Tools arm64","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Visual Studio 2010 Tools for Office Runtime (x64)","Microsoft Visual Studio 2010 Tools for Office Runtime (x64)","{9495AEB4-AB97-39DE-8C42-806EEF75ECA7}","20190603","None","0","Microsoft Visual Studio 2010 Tools for Office Runtime (x64)","None","None","None","Microsoft Corporation","10.0.50908","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Service Locator 2019","NI Service Locator 2019","{FF4257C4-CB02-4A5F-9B09-D7FB822E53C2}","20200415","None","0","NI Service Locator 2019","none","http://www.ni.com/support/","None","National Instruments","19.00.49153","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabVIEW 2019 Deployment Framework","NI LabVIEW 2019 Deployment Framework","{2D235EC4-446F-4CD5-8516-6BC1AC99F2F2}","20200415","None","9","NI LabVIEW 2019 Deployment Framework","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","HP Audio Switch","HP Audio Switch","{3A5141D4-47DB-4302-9B1C-272BE585BC8A}","20190829","None","1033","HP Audio Switch","None","None","None","HP Inc.","1.0.179.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Java 8 Update 241","Java 8 Update 241","{26A24AE4-039D-4CA4-87B4-2F32180241F0}","20200323","C:\Program Files (x86)\Java\jre1.8.0_241\","1033","Java 8 Update 241","none","https://java.com","https://java.sun.com","Oracle Corporation","8.0.2410.7","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI MetaSuite Installer","NI MetaSuite Installer","{6C245AE4-61B6-4D3F-A9CD-D8B09B1860C5}","20200415","None","9","NI MetaSuite Installer","None","None","None","National Instruments","19.00.49156","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Network Discovery 19.0","NI Network Discovery 19.0","{67CAC405-3918-4EDA-A296-D96448453E0C}","20200415","None","9","NI Network Discovery 19.0","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Help Assistant 2.2.0 (64-bit)","NI Help Assistant 2.2.0 (64-bit)","{1BEB1215-66E8-422C-ACC1-BE46C4217FD7}","20200415","None","9","NI Help Assistant 2.2.0 (64-bit)","None","None","None","National Instruments","2.20.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Runtime - 5.0.1 (x86)","Microsoft .NET Runtime - 5.0.1 (x86)","{138E0C15-7714-4E60-BCED-E3A113C82CBC}","20201209","None","1033","Microsoft .NET Runtime - 5.0.1 (x86)","None","None","None","Microsoft Corporation","40.4.29525","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Core 3.1 Templates 5.0.101 (x64)","Microsoft .NET Core 3.1 Templates 5.0.101 (x64)","{0CA64C15-D2CA-49A8-ACC2-C18F4A0762B7}","20201209","None","1033","Microsoft .NET Core 3.1 Templates 5.0.101 (x64)","None","None","None","Microsoft Corporation","12.18.61801","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Intel(R) Trusted Connect Service Client x86","Intel(R) Trusted Connect Service Client x86","{C9552825-7BF2-4344-BA91-D3CD46F4C441}","20190901","None","1033","Intel(R) Trusted Connect Service Client x86","None","None","None","Intel Corporation","1.49.213.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Intel(R) Trusted Connect Service Client x64","Intel(R) Trusted Connect Service Client x64","{C9552825-7BF2-4344-BA91-D3CD46F4C442}","20190901","None","1033","Intel(R) Trusted Connect Service Client x64","None","None","None","Intel Corporation","1.49.213.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","VisualGDB","VisualGDB","{F65EDA25-FABC-4B3A-BE95-71B0C67A59E7}","20191223","None","1033","VisualGDB","None","https://visualgdb.com/","https://visualgdb.com/download","Sysprogs","5.4.112.3309","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","icecap_collection_neutral","icecap_collection_neutral","{7C703135-98AC-4EB9-86C0-0C3169C99649}","20201113","None","1033","icecap_collection_neutral","None","None","None","Microsoft Corporation","16.8.30509","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Workflow Manager Client 1.0","Workflow Manager Client 1.0","{51391435-9AEA-4760-AE4C-BCCA06AF1FAB}","20190603","C:\Program Files\Reference Assemblies\Microsoft\Workflow Manager\1.0\","16","Workflow Manager Client 1.0","None","None","None","Microsoft Corporation","2.1.10525.2","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Framework 4.8 SDK","Microsoft .NET Framework 4.8 SDK","{949C0535-171C-480F-9CF4-D25C9E60FE88}","20191013","None","1033","Microsoft .NET Framework 4.8 SDK","None","None","None","Microsoft Corporation","4.8.03928","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","HP ePrint SW","HP ePrint SW","{59649835-21FD-4523-9AB0-9E67ED77F0CA}","20171110","None","1040","HP ePrint SW","None","None","None","HP Inc.","5.5.22560","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","ClickOnce Bootstrapper Package for Microsoft .NET Framework","ClickOnce Bootstrapper Package for Microsoft .NET Framework","{0243F145-076D-423A-8F77-218DC8840261}","20200510","None","1033","ClickOnce Bootstrapper Package for Microsoft .NET Framework","None","None","None","Microsoft Corporation","4.8.04119","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Universal CRT Redistributable","Universal CRT Redistributable","{5F577A45-3C65-352B-061D-D6A57F05402C}","20190603","None","1033","Universal CRT Redistributable","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabWindows/CVI 2019 TDMS Library (64-bit)","NI LabWindows/CVI 2019 TDMS Library (64-bit)","{A2364755-BAF8-4756-927F-1CEC88B9AD7D}","20200415","None","0","NI LabWindows/CVI 2019 TDMS Library (64-bit)","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabVIEW Runtime 2017 SP1 Non-English Support.","NI LabVIEW Runtime 2017 SP1 Non-English Support.","{DD947755-D529-4239-9A19-F589C2F21F94}","20200415","None","0","NI LabVIEW Runtime 2017 SP1 Non-English Support.","none","http://www.ni.com/support/","None","National Instruments","17.60.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabWindows/CVI 2019 TDMS Library","NI LabWindows/CVI 2019 TDMS Library","{75191165-D39E-42A2-A7A2-D74AE99F8A84}","20200415","None","0","NI LabWindows/CVI 2019 TDMS Library","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Pandoc 2.9.2.1","Pandoc 2.9.2.1","{F9F08465-924D-4077-8DF9-38D612F057E1}","20200429","C:\Program Files\Pandoc\","1033","Pandoc 2.9.2.1","None","http://pandoc.org","None","John MacFarlane","2.9.2.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Facade Windows WinMD Versioned","Windows SDK Facade Windows WinMD Versioned","{CA7A8A65-AB2E-43AA-4110-10C50115E211}","20190603","None","1033","Windows SDK Facade Windows WinMD Versioned","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI System State Publisher (64-bit)","NI System State Publisher (64-bit)","{5EAE3D65-8EB6-4592-8DE9-916BE2450C12}","20200415","None","9","NI System State Publisher (64-bit)","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Host FX Resolver - 5.0.1 (x64)","Microsoft .NET Host FX Resolver - 5.0.1 (x64)","{96EB5175-8755-4344-B5C1-3996EB58D8A4}","20201209","None","1033","Microsoft .NET Host FX Resolver - 5.0.1 (x64)","None","None","None","Microsoft Corporation","40.4.29525","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Multisim LabVIEW Interoperability Support 14.2","NI Multisim LabVIEW Interoperability Support 14.2","{C0406B75-9800-4747-BE7C-8B5FFDF15C1B}","20200415","None","9","NI Multisim LabVIEW Interoperability Support 14.2","none","http://www.ni.com/support/","None","National Instruments","14.20.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","IP Camera Adapter","IP Camera Adapter","{4BDCAE75-A7F5-467E-B387-879C4205DCE0}","20200429","None","1033","IP Camera Adapter","None","None","None","Pavel Khlebovich","3.0.0.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","vcpp_crt.redist.clickonce","vcpp_crt.redist.clickonce","{4057AF75-5586-4171-9111-32F5E7E82125}","20201122","None","1040","vcpp_crt.redist.clickonce","None","None","None","Microsoft Corporation","14.28.29334","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.7.8 Test Suite (64-bit symbols)","Python 3.7.8 Test Suite (64-bit symbols)","{F0759285-644B-4AAF-BB09-CA4592C12B89}","20200919","None","1033","Python 3.7.8 Test Suite (64-bit symbols)","None","None","None","Python Software Foundation","3.7.8150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.9.1 pip Bootstrap (64-bit)","Python 3.9.1 pip Bootstrap (64-bit)","{EF2B9385-6453-4702-9584-21BA8288D157}","20201208","None","1033","Python 3.9.1 pip Bootstrap (64-bit)","None","None","None","Python Software Foundation","3.9.1150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","HP Customer Experience Enhancements","HP Customer Experience Enhancements","{9720A595-3D2D-440E-9523-0B6F970745DD}","20171110","C:\Program Files (x86)\","1033","HP Customer Experience Enhancements","none","http://www.hp.com","None","HP Inc.","6.0.11.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","vs_helpconfigmsi","vs_helpconfigmsi","{138EBC95-1DB6-43AF-B160-CF4D7B26FB50}","20201113","None","1040","vs_helpconfigmsi","None","None","None","Microsoft Corporation","16.8.30509","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Intel(R) ME UninstallLegacy","Intel(R) ME UninstallLegacy","{E9B9A1A5-6398-4C99-8FDE-10794F6505C5}","20180310","C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\","1033","Intel(R) ME UninstallLegacy","None","None","None","Intel Corporation","1.0.1.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI System API Windows 64-bit 19.0.0","NI System API Windows 64-bit 19.0.0","{FF8D25A5-B402-4D6B-9C61-755731F76A48}","20200415","None","9","NI System API Windows 64-bit 19.0.0","none","http://www.ni.com/support/","None","National Instruments","19.00.49154","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.7.8 Core Interpreter (64-bit symbols)","Python 3.7.8 Core Interpreter (64-bit symbols)","{D5C2F5B5-AE03-4897-B7EB-88EDEB52E55F}","20200919","None","1033","Python 3.7.8 Core Interpreter (64-bit symbols)","None","None","None","Python Software Foundation","3.7.8150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","VS Immersive Activate Helper","VS Immersive Activate Helper","{A71406B5-E487-4B01-8E59-D466841350F5}","20200623","None","1033","VS Immersive Activate Helper","None","None","None","Microsoft Corporation","16.0.102.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows Desktop Extension SDK Contracts","Windows Desktop Extension SDK Contracts","{942262C5-DA88-830D-7140-C5BCC896DD60}","20190603","None","1033","Windows Desktop Extension SDK Contracts","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Desktop Libs arm64","Windows SDK Desktop Libs arm64","{51ACC3C5-D131-0916-3F0C-59455F32E6B0}","20190603","None","1033","Windows SDK Desktop Libs arm64","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows SDK Facade Windows WinMD Versioned","Windows SDK Facade Windows WinMD Versioned","{A5EF45C5-FA27-7E8F-1AE8-E3D39BAC779E}","20191013","None","1033","Windows SDK Facade Windows WinMD Versioned","None","None","None","Microsoft Corporation","10.1.18362.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI-RPC 19.0.0f0","NI-RPC 19.0.0f0","{EFC648C5-F3BC-4096-9AFE-23121EF06828}","20200415","None","9","NI-RPC 19.0.0f0","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Math Kernel Libraries","Math Kernel Libraries","{14B23AC5-B7EF-47D1-A57D-8666BAEE13C3}","20200415","None","0","Math Kernel Libraries","none","http://www.ni.com/support/","None","National Instruments","18.01.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI System API Windows 32-bit 19.0.0","NI System API Windows 32-bit 19.0.0","{FA85DBC5-063E-4CA0-9E3A-7C1180D8F7AE}","20200415","None","9","NI System API Windows 32-bit 19.0.0","none","http://www.ni.com/support/","None","National Instruments","19.00.49154","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.8.6 Standard Library (32-bit)","Python 3.8.6 Standard Library (32-bit)","{F9A958E5-FB7D-443C-9E13-74E691793CDA}","20201004","None","1033","Python 3.8.6 Standard Library (32-bit)","None","None","None","Python Software Foundation","3.8.6150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows Desktop Extension SDK","Windows Desktop Extension SDK","{EC74C9E5-A88F-D4DF-1DD0-FA42FFBB298D}","20190603","None","1033","Windows Desktop Extension SDK","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Security Update (KB 67L8LCQW) (64-bit)","NI Security Update (KB 67L8LCQW) (64-bit)","{3BD1EEE5-2B3D-428A-9CAB-4DE4A38070C4}","20200415","None","9","NI Security Update (KB 67L8LCQW) (64-bit)","none","http://www.ni.com/support/","None","National Instruments","2.10.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Catalyst Control Center Next Localization CHT","Catalyst Control Center Next Localization CHT","{6A33B6F5-9351-E699-0410-EFC78135625E}","20180613","C:\Program Files\AMD\","1033","Catalyst Control Center Next Localization CHT","none","http://www.amd.com","None","Advanced Micro Devices, Inc.","2017.0517.1614.27405","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Windows Team Extension SDK","Windows Team Extension SDK","{A8B548F5-D495-BB71-F673-2D48FD7E764C}","20190603","None","1033","Windows Team Extension SDK","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Blackmagic RAW Common Components","Blackmagic RAW Common Components","{28612306-CE2C-429F-8288-D707C9A84838}","20200906","None","1033","Blackmagic RAW Common Components","None","None","None","Blackmagic Design","1.8.1","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET AppHost Pack - 5.0.1 (x64)","Microsoft .NET AppHost Pack - 5.0.1 (x64)","{9DCF3406-D306-46FF-AC87-50F4D4877651}","20201209","None","1033","Microsoft .NET AppHost Pack - 5.0.1 (x64)","None","None","None","Microsoft Corporation","40.4.29525","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI TDM Streaming 19.0 (64-bit)","NI TDM Streaming 19.0 (64-bit)","{675DBC06-3A25-440A-A16D-59C799045788}","20200415","None","9","NI TDM Streaming 19.0 (64-bit)","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Python 3.7.8 Documentation (64-bit)","Python 3.7.8 Documentation (64-bit)","{A90E9216-6C61-4A2B-A18E-85EF9DF6A2C0}","20200919","None","1033","Python 3.7.8 Documentation (64-bit)","None","None","None","Python Software Foundation","3.7.8150.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Python Interface (64-bit)","NI Python Interface (64-bit)","{5C7A1916-A4BD-426E-8885-3AA000F37B5E}","20200415","None","9","NI Python Interface (64-bit)","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft Windows Desktop Runtime - 3.1.10 (x86)","Microsoft Windows Desktop Runtime - 3.1.10 (x86)","{358CBE26-EA42-4274-B4B6-3FB4DD0B4251}","20201209","None","1033","Microsoft Windows Desktop Runtime - 3.1.10 (x86)","None","None","None","Microsoft Corporation","24.104.29419","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft ASP.NET Web Tools Packages 16.0 - ITA","Microsoft ASP.NET Web Tools Packages 16.0 - ITA","{EBC8EF26-1225-331F-89AB-2B857ABDDECD}","20200510","None","1040","Microsoft ASP.NET Web Tools Packages 16.0 - ITA","None","None","None","Microsoft Corporation","1.0.21125.0","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabWindows/CVI Shared Runtime 2019","NI LabWindows/CVI Shared Runtime 2019","{8CB02A36-1148-4AAC-88ED-34B33D1445D4}","20200415","None","0","NI LabWindows/CVI Shared Runtime 2019","None","None","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","WinRT Intellisense UAP - en-us","WinRT Intellisense UAP - en-us","{B047C746-63E8-41C7-A5C0-7ABD390CF3E6}","20190603","None","1033","WinRT Intellisense UAP - en-us","None","None","None","Microsoft Corporation","10.1.17763.132","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET AppHost Pack - 5.0.1 (x64_arm)","Microsoft .NET AppHost Pack - 5.0.1 (x64_arm)","{8A137C46-F24E-4184-8A43-CEEA34089CCD}","20201209","None","1033","Microsoft .NET AppHost Pack - 5.0.1 (x64_arm)","None","None","None","Microsoft Corporation","40.4.29525","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","vs_vswebprotocolselectormsi","vs_vswebprotocolselectormsi","{BEEB2E56-91DB-4AFB-AC88-8E98B18DD889}","20201113","None","1033","vs_vswebprotocolselectormsi","None","None","None","Microsoft Corporation","16.8.30509","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET Core Host - 2.1.11 (x64)","Microsoft .NET Core Host - 2.1.11 (x64)","{A62D5F56-9671-4836-A8FD-940300F1FE6E}","20190603","None","1033","Microsoft .NET Core Host - 2.1.11 (x64)","None","None","None","Microsoft Corporation","16.108.27618","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI System Configuration Runtime 19.0.0 for Windows 64-bit","NI System Configuration Runtime 19.0.0 for Windows 64-bit","{2971A466-2A74-4E6D-9170-3182DC507458}","20200415","None","9","NI System Configuration Runtime 19.0.0 for Windows 64-bit","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","Microsoft .NET SDK 5.0.101 (x64) from Visual Studio","Microsoft .NET SDK 5.0.101 (x64) from Visual Studio","{D623A466-38A7-4E39-9D69-7B07951D3406}","20201209","None","1033","Microsoft .NET SDK 5.0.101 (x64) from Visual Studio","None","None","None","Microsoft Corporation","5.1.120.60105","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI LabVIEW 2019 Real-Time NBFifo","NI LabVIEW 2019 Real-Time NBFifo","{E1D9B566-15DF-41AE-8342-800FD1A6A7A9}","20200415","None","0","NI LabVIEW 2019 Real-Time NBFifo","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
"My PC","NI Python Interface","NI Python Interface","{678D1766-7559-4F34-BCAE-54CB3A6B6346}","20200415","None","9","NI Python Interface","none","http://www.ni.com/support/","None","National Instruments","19.00.49152","2020-12-12 20:52:57.426928","1607802777.426928"
